324670,3202
8193,600
8194,2763
8195,589
5,880
8198,1332
8202,224
12,170
24589,3388
14,46
133805,3165
16,638
18,73
20,2665
22,92
24,173
25,717
122906,778
27,2902
311324,3473
10431,2593
8224,1286
376866,3655
35,55
43919,3822
122917,1602
38,301
24615,3853
81836,3001
59468,2073
41009,3691
294963,1281
98357,1065
32823,1595
58,517
59,184
63,206
16448,144
65,967
66,992
69,514
70,601
71,77
180296,2938
73,211
74,428
75,584
76,764
77,3
8270,1365
8271,522
80,767
8273,2580
8274,1375
8275,1376
8277,1377
57431,2482
295699,2488
8284,2127
95,395
10096,465
98,34
245859,3728
8292,561
9574,1372
107,168
24684,1048
115,163
116,1830
118,709
120,49
121,89
122,51
17436,3834
8321,798
89691,3415
245891,900
336004,3446
253414,3782
134,78
1641,2186
8328,2098
16523,1015
141,4
142,862
123025,1499
8338,339
10947,2389
148,2940
106646,834
270487,2487
153,172
8346,85
155,6
245916,3315
339994,3154
15045,3223
161,84
163,789
8357,1842
8358,48
167,650
16553,1646
170,171
8363,119
13682,3224
16558,1689
41135,3124
176,673
179,1796
180,218
8374,213
184,360
186,1038
187,181
237756,3553
189,1839
30285,3144
62837,3601
16577,2672
41154,252
197,345
8390,479
199,21
200,1264
201,408
205,442
8398,2715
199373,2321
73937,3592
376867,1436
214,2442
215,675
217,1589
65754,1059
254172,3742
8413,532
65759,3716
16608,187
123105,3764
226,373
24803,2128
24804,2226
16614,1512
342737,2474
16617,1400
8427,1414
254191,2506
393457,1361
254194,3343
243,167
98548,2403
245,808
8438,990
106747,2773
254,938
41215,2276
41216,2818
257,1870
16643,2739
8452,1133
98566,2711
8456,1295
8457,3029
8461,1010
272,5
41233,2836
275,138
277,898
8470,919
281,207
285,958
418078,3354
49444,1802
9557,2775
8487,2113
8488,468
297,738
298,115
302,1712
416477,3026
16690,3213
125490,1904
308,1176
310,694
313,2610
314,2698
65851,3448
147773,2041
77877,2631
320,655
322,605
411019,2420
326,720
264337,3669
8247,1684
332,2853
334,32
360784,2587
16723,1579
340,861
1422,226
49494,3098
345,762
350,473
10981,3222
8545,1348
77883,3724
262500,1604
262504,2355
49517,1320
49519,1101
254320,1354
49521,258
9619,1370
49524,2320
156022,1764
49527,2846
49529,828
49530,411
9621,2467
33152,3706
388,105
9622,1550
8584,385
393,175
395,552
278924,2378
397,982
398,743
278927,1277
319888,2247
401,509
404,375
409,72
411,471
414,389
415,2066
2800,1559
205220,1393
421,710
423,461
425,459
8619,174
1378,2475
431,670
377264,3079
37931,3406
435,955
437,1124
438,1125
440,2252
441,2502
41402,1834
9631,366
33217,3392
451,563
13654,3854
453,101
454,71
455,462
57800,2218
8649,376
462,33
8656,394
470,735
23202,2531
473,365
41436,2811
8669,2263
71469,3337
479,848
57825,1557
16866,2875
25059,2000
8676,2023
16869,309
41446,1835
16871,945
489,149
46503,3294
492,157
82,2014
8688,1263
497,212
83,2199
501,713
14474,3545
503,2977
504,936
8698,596
8699,704
508,700
509,682
188927,278
512,1033
76544,2951
112949,2310
254470,1606
41479,3387
254473,3681
524,133
32856,2813
532,162
533,185
534,232
5551,685
544,97
41505,3717
546,1031
547,1451
8741,369
550,2
25128,1509
41513,2960
11015,2650
557,86
558,508
131631,419
561,336
131634,422
563,209
564,293
565,742
568,70
333669,2373
33339,93
577,813
74306,1062
61537,3654
585,83
586,362
587,701
588,603
590,632
591,1121
594,551
16980,152
597,96
410199,3646
602,393
603,45
604,781
605,782
607,208
608,300
11024,2084
270946,2220
33379,1583
612,188
615,550
616,426
617,872
25195,2464
25196,1800
622,1507
8818,869
627,139
629,135
25208,3461
634,79
36970,2881
638,1139
180863,1860
640,90
641,438
8834,727
8835,457
644,646
8838,2231
8839,750
8840,65
114796,2032
8843,592
8844,500
49806,1248
8848,128
8849,768
74387,2484
115348,3680
663,2530
664,615
8859,1531
8860,1534
13934,3640
41630,2034
671,40
672,50
673,52
674,470
675,306
676,506
8869,2671
8870,1311
8871,732
686,531
687,349
8880,2812
213681,3449
12403,1887
8884,3264
693,1374
49849,2025
296,1492
287424,2153
328387,2571
710,423
711,1087
82633,1229
714,997
8909,1494
8914,537
8916,291
12572,2395
8920,1486
8922,1954
9679,804
188538,2046
82654,492
74465,2303
17127,1182
745,1
17130,3173
747,177
17134,3115
77949,1900
752,189
754,587
755,524
20606,3293
82682,1905
82684,3791
767,9
768,593
8961,695
82690,322
8963,284
82693,833
271110,842
82695,1099
82696,3014
74505,3855
8970,1336
50647,3598
82700,2317
189197,1767
782,74
82703,2255
205584,2369
17880,2982
786,347
787,956
205588,3831
13785,387
795,999
205596,61
79548,3306
49950,3715
340101,3745
205601,1325
230179,2617
8326,1254
74534,1421
807,63
808,80
809,303
810,1807
11058,1960
17198,3090
27578,1694
816,145
817,591
818,931
819,901
9012,1211
824,81
49981,3184
9022,3251
387893,2222
9026,87
9030,2124
9032,504
9033,1169
9034,1700
9035,1177
9036,2526
846,25
28211,2768
9042,1725
9043,2029
9044,1883
853,297
855,917
857,98
862,62
863,31
866,754
9059,1267
869,335
9067,1698
876,599
245906,3205
9070,2269
9071,136
58224,2885
9073,975
9074,3186
884,855
59860,3425
303991,1154
58232,1642
9081,786
402298,3025
15167,3726
41852,983
91551,3623
9087,616
9089,1347
9090,1018
25475,3849
58244,3161
9093,2804
9095,1525
9100,871
9102,925
9103,1395
9104,2873
913,30
74643,775
369557,2418
245913,3418
920,516
33689,801
922,352
924,427
16538,944
926,68
929,1735
266396,3799
20637,641
944,800
9715,1841
17332,2844
949,161
950,1820
17335,3266
17336,2852
953,811
954,20
955,405
956,658
140222,3590
345920,3383
82881,1652
4942,3211
263109,2889
287689,3088
263115,160
4258,3355
205775,2341
978,1782
8355,1495
246741,779
75258,3705
16550,671
37950,3284
11090,1529
1534,2718
9208,657
1018,436
312831,3616
345922,3666
16555,3366
238603,3091
140300,2590
214030,3543
17431,231
34308,3860
50204,1893
254128,2600
181283,3579
17445,1690
156711,2647
9257,733
25643,3643
238636,2281
156717,3686
353326,2072
9263,1697
1073,41
9266,1617
9268,581
222899,3754
9270,718
9273,677
9275,1330
9276,1119
58431,1660
1088,441
17473,2576
1090,1308
9285,383
115782,1107
9290,2945
9291,1743
246860,3584
9293,475
325133,3143
9297,2439
9298,1457
47971,3540
9303,926
9304,1023
279641,2569
9306,1268
1116,1622
9312,666
9313,1174
9315,2009
1124,109
1125,746
1126,1969
18041,2685
9320,2710
1947,1621
9327,355
9333,1469
9334,1243
9335,1676
238713,1501
9339,1798
17532,3261
9341,1986
9342,331
17941,3170
58496,1091
9756,3132
9348,870
132232,2307
9353,2505
279690,2952
1164,106
9357,1331
9358,1212
2925,1021
9360,2697
50321,3441
9366,358
13849,3260
9373,606
287903,3457
296096,1158
2928,851
296098,1155
296099,2533
296100,1772
9381,1296
9383,1699
9384,1533
25769,1962
17578,2142
139463,3870
9388,190
263341,3412
9390,585
9392,610
91314,2219
58547,3593
50357,2882
9398,688
50359,3140
9400,1924
9403,620
1213,566
9406,1273
310133,3606
9408,2548
25793,2396
9410,361
9411,803
9415,22
9416,2468
9417,2185
17610,2851
310135,2486
17612,1075
58574,12
9423,1786
9424,2206
9425,2210
42194,1695
9427,728
9428,69
12589,1484
9430,155
9433,1845
9434,359
9437,972
1246,1670
1247,1748
9440,363
9441,2055
1250,1677
1251,1034
9444,288
9445,883
9446,852
9447,730
1257,520
1259,939
1262,191
9455,1538
9456,3212
198184,273
1266,1751
1267,2191
1268,113
74997,3141
17654,233
1271,304
132344,1066
1273,1678
9469,928
1278,2049
9471,1076
9472,703
9473,294
124459,2656
9476,643
9477,1739
9480,1847
9481,1141
9482,578
132363,1804
38778,2238
9486,1587
9487,27
9488,2384
9489,681
9490,533
32985,1889
50456,1306
91417,3437
9499,1352
181533,1450
9502,812
9503,3848
9506,1532
107811,2874
288036,1150
9509,176
9513,2091
17707,2421
329004,2476
9519,888
263472,3607
9522,512
201085,2348
42297,2803
9530,2137
9532,99
9535,397
9536,950
65760,2037
10956,1984
17734,439
9543,1143
58699,2519
1359,47
1360,631
1363,3021
1365,568
1593,1440
9560,981
9562,2270
9563,1384
1372,895
312669,2893
9566,1846
9567,1795
1376,2758
11152,2757
271714,1722
26171,1638
1381,1408
1382,1030
1389,364
255343,2350
50544,1146
50546,573
60307,3495
9591,679
1402,474
9791,1967
1404,2933
9598,95
1408,2051
411009,3156
9603,283
25988,3419
347031,1980
9614,526
58770,2494
1427,110
9620,1462
1429,440
1430,88
9623,16
34205,3433
288158,3549
1439,1337
1440,722
318781,3564
1443,1005
9637,1120
75174,2217
296360,2755
9641,2088
157099,3796
1452,1479
9645,3059
58151,2771
26035,2974
1428,1791
116149,2152
9654,725
9655,472
9656,3235
222649,3761
50619,2975
50620,3174
1610,2470
167810,3694
91586,2322
9667,555
11169,1713
296524,2552
9675,178
9676,2015
9678,1132
1487,597
107985,1760
9682,3231
1491,107
9684,377
1493,455
50646,825
1495,711
9688,2936
9689,2913
9691,1663
9692,1399
9693,192
9697,1872
333663,3630
102651,1022
9701,2437
17894,2537
9703,3243
9705,644
9708,3034
242512,3521
133441,3806
9714,2924
1523,755
9716,815
9718,1135
9722,2776
17915,3007
9726,1483
1535,799
8780,2236
1537,1253
1538,1216
9732,2297
1542,166
17927,2578
1544,1406
9737,802
9738,602
26123,1378
9741,640
9745,2296
196867,3644
99861,274
140823,1720
14001,2582
65796,1784
1562,429
280092,2347
9757,3567
34335,3785
16759,3411
9762,476
